"00:04:23,484","00:04:24,986
",263484,264986,"- And ""Emotional."" - Good.",JOHN BRIDGER
"00:04:25,027","00:04:27,196
",265027,267196,See those columns behind you?,LYLE
"00:04:28,531","00:04:30,074
",268531,270074,What about them?,HANDSOME ROB
"00:04:30,157","00:04:32,410
",270157,272410,That's where they used to string up thieves,RICHARD
"00:04:32,493","00:04:33,411
",272493,273411,"who felt ""fine.""",STELLA
"00:04:33,494","00:04:35,454
",273494,275454,Well... after you.,JOHN BRIDGER
"00:04:42,878","00:04:44,672
",282878,284672,For after the haul.,JOHN BRIDGER
"00:04:45,715","00:04:47,466
",285715,287466,Hope I get to fire it up.,CHARLIE
"00:04:47,550","00:04:49,135
",287550,289135,Still no word from the garbagemen?,CHARLIE
"00:04:49,218","00:04:50,344
",289218,290344,No.,JOHN BRIDGER
"00:04:50,386","00:04:51,345
",290386,291345,"If they're no-shows,",RICHARD
"00:04:51,387","00:04:52,805
",291387,292805,three months of prep down the tubes,CHARLIE
"00:04:52,888","00:04:54,849
",292888,294849,and I dragged you out of retirement for nothing.,CHARLIE
"00:04:54,890","00:04:56,559
",294890,296559,"Oh, this is fun. I like this.",RICHARD
"00:04:56,642","00:04:59,228
",296642,299228,"You've taken over the reins, all the worries.",STEVE
"00:04:59,312","00:05:01,856
",299312,301856,"Me loosey-goosey, just along for the ride.",JOHN BRIDGER
"00:05:01,897","00:05:03,441
",301897,303441,"I'm glad you're enjoying yourself, John.",MASHKOV
"00:05:03,524","00:05:04,609
",303524,304609,"Just remember, a police boat",HOMEBOY
"00:05:04,692","00:05:06,652
",304692,306652,can get from the station to our position in seven.,CHARLIE
"00:05:06,736","00:05:08,613
",306736,308613,That means you got four minutes to work your magic.,CHARLIE
"00:05:08,696","00:05:09,905
",308696,309905,"Now, you told me ten,",STELLA
"00:05:09,989","00:05:11,866
",309989,311866,and you said I would have five.,CHARLIE
"00:05:11,907","00:05:13,659
",311907,313659,When?,CHARLIE
"00:05:15,828","00:05:18,581
",315828,318581,"Do not be messing with me right now, okay?",MASHKOV
"00:05:18,664","00:05:20,082
",318664,320082,#NAME?,STELLA
"00:05:20,166","00:05:21,417
",320166,321417,"Come on, take your best shot.",STEVE
"00:05:21,500","00:05:22,418
",321500,322418,Come on.,LYLE
"00:05:22,501","00:05:23,836
",322501,323836,What? Uh-oh.,STELLA
"00:05:34,513","00:05:35,431
",334513,335431,Come on.,LYLE
"00:05:35,514","00:05:36,641
",335514,336641,Let's go.,CHARLIE
"00:05:36,724","00:05:38,100
",336724,338100,What is it this time?,JOHN BRIDGER
"00:05:38,184","00:05:39,560
",338184,339560,Da Vinci. Architect.,JOHN BRIDGER
"00:05:39,602","00:05:40,811
",339602,340811,Engineer. Painter.,JOHN BRIDGER
"00:05:40,895","00:05:42,104
",340895,342104,"Yeah, fascinating.",JOHN BRIDGER
"00:05:42,188","00:05:43,314
",342188,343314,"Hey, look, look. Check this out.",STELLA
"00:05:43,397","00:05:47,109
",343397,347109,"""Learn the language of poetry, art, romance, sex.""",STELLA
"00:05:48,527","00:05:50,780
",348527,350780,"Unlike you, my friend, I don't need a guidebook.",CHARLIE
"00:05:50,863","00:05:52,114
",350863,352114,Can we go? Please?,HANDSOME ROB
"00:05:52,198","00:05:54,617
",352198,354617,"Right, guv'nor.",HANDSOME ROB
"00:05:54,700","00:05:56,118
",354700,356118,"Come along, make yourself useful.",LYLE
"00:05:56,202","00:05:57,411
",356202,357411,Untie that line.,LYLE
"00:05:57,453","00:05:58,579
",357453,358579,Today.,LYLE
"00:05:58,663","00:05:59,747
",358663,359747,Yeah.,HANDSOME ROB
"00:05:59,789","00:06:00,790
",359789,360790,"Yeah, Gilligan.",HANDSOME ROB
"00:06:00,873","00:06:01,916
",360873,361916,If you don't mind.,STEVE
"00:06:40,162","00:06:41,289
",400162,401289,- We set? - Yeah. I've enhanced,HANDSOME ROB
"00:06:41,372","00:06:43,624
",401372,403624,the viewing matrix to track both the Cartesian coordinates,CHARLIE
"00:06:43,666","00:06:45,084
",403666,405084,"and three altitude angles,",CHARLIE
"00:06:45,167","00:06:46,711
",405167,406711,"the yaw, pitch and roll to give us",STELLA
"00:06:46,794","00:06:48,337
",406794,408337,the exact position and orientation of our baby.,LYLE
"00:06:48,421","00:06:49,380
",408421,409380,We're in Italy.,CHARLIE
"00:06:49,463","00:06:50,673
",409463,410673,Speak English.,CHARLIE
"00:06:50,756","00:06:52,466
",410756,412466,"Steve, how we looking?",RICHARD
"00:06:52,508","00:06:57,096
",412508,417096,"Papa took the boat to work at 8:15, so the garage is empty.",OFFICE
"00:06:57,179","00:07:01,475
",417179,421475,Mama left with daughter at 8:30 for preschool as usual.,JOHN BRIDGER
"00:07:01,559","00:07:03,728
",421559,423728,"So for the next 45 minutes,",HANDSOME ROB
"00:07:03,811","00:07:05,521
",423811,425521,"we own this place, gentlemen.",LYLE
"00:07:05,605","00:07:07,940
",425605,427940,Still no word from the garbagemen?,CHARLIE
"00:07:08,024","00:07:10,067
",428024,430067,"Hey, who got you the beekeepers in Budapest?",CHARLIE
"00:07:10,151","00:07:11,193
",430151,431193,They'll be there.,RICHARD
"00:07:11,277","00:07:12,653
",431277,432653,You can trust these guys.,STEVE
"00:07:12,695","00:07:15,072
",432695,435072,"Steve, how many times do I have to tell you?",STEVE
"00:07:15,197","00:07:19,577
",435197,439577,I trust everyone... I just don't trust the devil inside them.,JOHN BRIDGER
"00:08:07,792","00:08:08,751
",487792,488751,We're in.,LYLE
"00:08:26,143","00:08:28,187
",506143,508187,Just tell me where to paint.,STEVE
"00:08:36,195","00:08:37,905
",516195,517905,Your men are still not in position?,HANDSOME ROB
"00:08:37,947","00:08:39,448
",517947,519448,They will be.,STELLA
"00:08:39,532","00:08:41,534
",519532,521534,"Well, you don't know that, Steve. We should abort.",STEVE
"00:08:41,617","00:08:45,413
",521617,525413,"I'm sorry, John, but I think that's Charlie's call now.",STEVE
"00:08:49,959","00:08:52,336
",529959,532336,Our baby's being taken out of here tonight.,RICHARD
"00:08:52,420","00:08:53,587
",532420,533587,This is our only shot at it.,JOHN BRIDGER
"00:08:57,091","00:08:58,259
",537091,538259,Charlie?,LYLE
"00:08:59,927","00:09:01,053
",539927,541053,Keep going?,LYLE
"00:09:01,137","00:09:03,055
",541137,543055,"It's up to you, kid.",JOHN BRIDGER
"00:09:03,180","00:09:05,057
",543180,545057,It's a go.,JOHN BRIDGER
"00:09:08,853","00:09:09,812
",548853,549812,"Okay, Steve.",STEVE
"00:09:11,647","00:09:15,818
",551647,555818,"From the west wall, measure 14 feet, eight inches.",LYLE
"00:09:15,901","00:09:17,069
",555901,557069,Got it.,JOHN BRIDGER
"00:09:17,153","00:09:18,821
",557153,558821,"Now measure eight feet, five inches",STELLA
"00:09:18,904","00:09:20,448
",558904,560448,from the north wall.,CHARLIE
"00:09:20,531","00:09:22,241
",560531,562241,That's the northwest corner of our baby.,LYLE
"00:09:23,618","00:09:24,619
",563618,564619,Got it.,JOHN BRIDGER
"00:09:24,702","00:09:25,745
",564702,565745,"Well, it's right above you.",RICHARD
"00:09:59,028","00:10:00,112
",599028,600112,"Now, paint.",RICHARD
"00:10:00,237","00:10:03,491
",600237,603491,"Two feet, nine inches wide.",HALF-EAR
"00:10:03,574","00:10:05,660
",603574,605660,"Two feet, five inches deep.",STELLA
"00:10:05,743","00:10:07,954
",605743,607954,"Okay, Left Ear. You're up.",CHARLIE
"00:10:09,372","00:10:11,666
",609372,611666,14 feet four inches from that west wall.,CHARLIE
"00:10:37,566","00:10:38,943
",637566,638943,Yeah.,HANDSOME ROB
"00:10:41,195","00:10:42,113
",641195,642113,Bene.,HANDSOME ROB
"00:10:43,406","00:10:45,908
",643406,645908,"The garbagemen are in position, John.",CHARLIE
"00:12:48,864","00:12:50,408
",768864,770408,"All right, Charlie, someone just called it in.",PHILLY STEAK
"00:12:50,491","00:12:53,160
",770491,773160,The police boat's heading your way.,STEVE
"00:12:53,244","00:12:54,829
",773244,774829,Seven minutes and counting.,STELLA
"00:12:54,870","00:12:56,163
",774870,776163,Let's go.,CHARLIE
"00:14:15,993","00:14:18,829
",855993,858829,We got four minutes to load and leave. Let's go.,STELLA
"00:14:53,739","00:14:54,782
",893739,894782,Whoa! Whoa!,STELLA
"00:17:29,562","00:17:31,063
",1049562,1051063,"Hey, you guys. Come here.",STEVE
"00:17:34,817","00:17:37,486
",1054817,1057486,I want to propose a toast.,CHARLIE
"00:17:37,570","00:17:39,488
",1057570,1059488,To us.,CHARLIE
"00:17:39,572","00:17:40,531
",1059572,1060531,Yay!,CHARLIE
"00:17:43,909","00:17:46,495
",1063909,1066495,And I want to propose a toast to Charlie,RECEPTIONIST
"00:17:46,579","00:17:49,999
",1066579,1069999,because we just stole $35 million worth of gold,LYLE
"00:17:50,041","00:17:51,959
",1070041,1071959,without even holding a gun,JOHN BRIDGER
"00:17:52,001","00:17:53,628
",1072001,1073628,"because he planned this down to a ""T.""",JOHN BRIDGER
"00:17:53,711","00:17:55,963
",1073711,1075963,Nobody else could have done that.,STELLA
"00:17:56,005","00:17:57,048
",1076005,1077048,Nobody. Charlie!,STEVE
"00:17:57,131","00:17:58,841
",1077131,1078841,- Charlie! - Yay!,STEVE
"00:17:58,924","00:18:00,635
",1078924,1080635,Thank you.,STEVE
"00:18:00,718","00:18:01,969
",1080718,1081969,"So, come on, gentlemen.",STELLA
"00:18:02,011","00:18:03,763
",1082011,1083763,Shopping list. Who's doing what?,CHARLIE
"00:18:03,846","00:18:05,056
",1083846,1085056,Spare no dirty details.,LYLE
"00:18:05,181","00:18:06,474
",1085181,1086474,"Come on, you guys.",STEVE
"00:18:06,515","00:18:08,726
",1086515,1088726,Take a lesson from an old man.,MASHKOV
"00:18:08,809","00:18:10,519
",1088809,1090519,Don't spend it. Invest.,STELLA
"00:18:12,021","00:18:13,314
",1092021,1093314,In what?,SKINNY PETE
"00:18:13,397","00:18:15,274
",1093397,1095274,In gold.,YEVHEN
"00:18:17,276","00:18:18,611
",1097276,1098611,Let's figure out,STEVE
"00:18:18,694","00:18:20,821
",1098694,1100821,"how to get out of here first, all right?",STEVE
"00:18:20,863","00:18:22,949
",1100863,1102949,"What are you getting, Rob?",STELLA
"00:18:23,032","00:18:24,325
",1103032,1104325,I don't know... there's a lot of things,LYLE
"00:18:24,367","00:18:25,493
",1104367,1105493,you can buy with a lot of money.,STELLA
"00:18:25,534","00:18:27,286
",1105534,1107286,"You know, I'm just thinking about naked girls",STEVE
"00:18:27,370","00:18:28,496
",1107370,1108496,in leather seats.,CHARLIE
"00:18:28,579","00:18:30,081
",1108579,1110081,Obviously. See?,RICHARD
"00:18:30,164","00:18:32,333
",1110164,1112333,Suppose I get the Aston Martin Vanquish?,CHARLIE
"00:18:32,375","00:18:33,668
",1112375,1113668,There's not a lot a girl won't do,CHRISTINA GRIEGO
"00:18:33,709","00:18:35,753
",1113709,1115753,on the passenger seat of one of those things.,RICHARD
"00:18:35,836","00:18:37,505
",1115836,1117505,I'm going to get a NAD T770,JOHN BRIDGER
"00:18:37,588","00:18:40,383
",1117588,1120383,digital decoder with a 70-watt amp and Burr Brown DACs.,CHARLIE
"00:18:41,467","00:18:42,343
",1121467,1122343,Yeah.,HANDSOME ROB
"00:18:42,385","00:18:43,511
",1122385,1123511,It's a big stereo.,JOHN BRIDGER
"00:18:43,552","00:18:45,763
",1123552,1125763,Speakers so loud they blow women's clothes off.,STELLA
"00:18:45,846","00:18:47,014
",1125846,1127014,Now you're talking.,STEVE
"00:18:48,599","00:18:51,102
",1128599,1131102,"$35 million... you can't get more creative than that, man?",STELLA
"00:18:51,227","00:18:53,354
",1131227,1133354,"I'm going to Andalucia, south of Spain...",JOHN BRIDGER
"00:18:53,396","00:18:54,897
",1133396,1134897,right there.,RICHARD
"00:18:54,939","00:18:56,524
",1134939,1136524,Get me a big house...,JOHN BRIDGER
"00:18:56,565","00:18:58,192
",1136565,1138192,get me a library full of first editions.,CHARLIE
"00:18:58,276","00:18:59,568
",1138276,1139568,Get a room for my shoes.,CHARLIE
"00:18:59,652","00:19:01,612
",1139652,1141612,"What about you, Steve?",HANDSOME ROB
"00:19:01,696","00:19:04,031
",1141696,1144031,I don't know... I haven't decided yet.,LYLE
"00:19:04,198","00:19:05,908
",1144198,1145908,You haven't decided yet?,LYLE
"00:19:05,992","00:19:07,868
",1145992,1147868,"Come on, man, is it the mountain air, just...?",STELLA
"00:19:07,910","00:19:08,869
",1147910,1148869,I liked what you said.,STEVE
"00:19:08,911","00:19:10,413
",1148911,1150413,I'll take one of each of yours.,STELLA
"00:19:12,081","00:19:13,708
",1152081,1153708,"Well, well, two of everything",CHARLIE
"00:19:13,749","00:19:15,209
",1153749,1155209,#NAME?,CHARLIE
"00:19:15,251","00:19:16,294
",1155251,1156294,Oy!,CHARLIE
"00:19:21,590","00:19:23,384
",1161590,1163384,Loved the toast.,CHARLIE
"00:19:23,426","00:19:25,636
",1163426,1165636,But you could've pulled this off with your eyes closed.,JOHN BRIDGER
"00:19:25,720","00:19:28,055
",1165720,1168055,"No, you were incredible.",STELLA
"00:19:28,097","00:19:29,557
",1168097,1169557,Just incredible.,RICHARD
"00:19:29,599","00:19:31,058
",1169599,1171058,You saw the whole picture.,JOHN BRIDGER
"00:19:31,100","00:19:32,393
",1171100,1172393,You covered all the angles.,JOHN BRIDGER
"00:19:33,436","00:19:35,229
",1173436,1175229,"You know, Charlie,",STEVE
"00:19:35,271","00:19:38,399
",1175271,1178399,there are two kinds of thieves in this world:,YEVHEN
"00:19:38,441","00:19:41,068
",1178441,1181068,"the ones who steal to enrich their lives,",RICHARD
"00:19:41,110","00:19:45,072
",1181110,1185072,and the ones who steal to define their lives.,CHARLIE
"00:19:45,114","00:19:47,074
",1185114,1187074,Don't be the latter.,STELLA
"00:19:47,116","00:19:49,243
",1187116,1189243,Makes you miss out on what's really important,SECOND COP
"00:19:49,285","00:19:51,078
",1189285,1191078,in this life.,JOHN BRIDGER
"00:19:51,120","00:19:53,581
",1191120,1193581,"What are you talking about, John?",STELLA
"00:19:53,623","00:19:55,082
",1193623,1195082,You've been a good father.,STEVE
"00:19:55,124","00:19:58,753
",1195124,1198753,Sitting in prisons doesn't make you a good father.,CHARLIE
"00:19:58,794","00:20:01,339
",1198794,1201339,I spent half my kid's life in prison.,JOHN BRIDGER
"00:20:01,422","00:20:05,343
",1201422,1205343,"Don't get to be my age with nothing but this, Charlie.",HANDSOME ROB
"00:20:05,426","00:20:09,388
",1205426,1209388,Find somebody you want to spend the rest of your life with,STELLA
"00:20:09,472","00:20:11,557
",1209472,1211557,and hold onto her forever.,STELLA
"00:20:11,641","00:20:14,644
",1211641,1214644,#NAME?,STELLA
"00:20:14,727","00:20:16,771
",1214727,1216771,Let's go... I'm freezing my ass off.,CHARLIE
"00:20:16,812","00:20:19,106
",1216812,1219106,Yeah.,HANDSOME ROB
"00:20:19,148","00:20:21,108
",1219148,1221108,Steve's getting cold.,CHARLIE
"00:20:21,150","00:20:22,610
",1221150,1222610,"You, too?",CHARLIE
"00:20:22,652","00:20:23,778
",1222652,1223778,I'm all right.,STEVE
"00:20:25,154","00:20:26,447
",1225154,1226447,"I love you, kid.",JOHN BRIDGER
"00:20:26,489","00:20:27,907
",1226489,1227907,You did really great.,STELLA
"00:20:27,990","00:20:30,451
",1227990,1230451,"Thanks, John.",ALL OF THEM
"00:20:30,493","00:20:33,913
",1230493,1233913,Let's go.,CHARLIE
"00:20:42,129","00:20:45,299
",1242129,1245299,Money,CHARLIE
"00:20:45,341","00:20:47,927
",1245341,1247927,It's a gas,JOHN BRIDGER
"00:20:48,010","00:20:55,142
",1248010,1255142,Grab that cash with both hands and make a stash,CHARLIE
"00:20:55,309","00:20:58,688
",1255309,1258688,"New car, caviar, four-star daydream...",CHARLIE
"00:20:58,771","00:21:00,564
",1258771,1260564,You should've seen Rob behind the wheel of that boat.,LYLE
"00:21:00,648","00:21:02,275
",1260648,1262275,He was like Don Johnson.,STEVE
"00:21:02,358","00:21:04,360
",1262358,1264360,"Oy, yeah, from Brixton.",JOHN BRIDGER
"00:21:04,443","00:21:06,529
",1264443,1266529,"Yeah, what the hell do you know about Brixton, eh?",CHARLIE
"00:21:12,702","00:21:15,579
",1272702,1275579,Look at this idiot right in the middle of the road.,STEVE
"00:21:15,663","00:21:17,164
",1275663,1277164,"What's this, what's this?",CHARLIE
"00:21:20,209","00:21:22,169
",1280209,1282169,Who the hell are these guys?,CHARLIE
"00:21:25,965","00:21:26,632
",1285965,1286632,Hey!,CHARLIE
"00:21:26,716","00:21:27,800
",1286716,1287800,Take your hands off the wheel.,MASHKOV
"00:21:27,883","00:21:28,509
",1287883,1288509,Steve!,MASHKOV
"00:21:31,887","00:21:33,848
",1291887,1293848,Don't even think about it... just do it.,CHARLIE
"00:21:39,228","00:21:40,062
",1299228,1300062,"No, no, no, no,",CHARLIE
"00:21:40,146","00:21:41,355
",1300146,1301355,"- No, no, no, no, John. - Steve,",ALL OF THEM
"00:21:41,397","00:21:42,356
",1301397,1302356,what the hell are you doing?,CHARLIE
"00:21:42,398","00:21:43,774
",1302398,1303774,Made a few plans of my own.,STEVE
"00:21:47,069","00:21:49,447
",1307069,1309447,"There's nowhere you can go where we won't find you, Steve.",CHARLIE
"00:21:49,530","00:21:50,448
",1309530,1310448,You know that.,JOHN BRIDGER
"00:21:50,531","00:21:51,741
",1310531,1311741,"I think that's probably right, John.",STELLA
"00:21:52,908","00:21:53,367
",1312908,1313367,Go! Go!,LYLE
"00:23:37,680","00:23:40,766
",1417680,1420766,Charlie.,LYLE
"00:23:40,850","00:23:43,811
",1420850,1423811,"We got to go, Charlie.",HANDSOME ROB
"00:25:07,603","00:25:09,272
",1507603,1509272,You always work in the dark?,FIRST COP
"00:25:09,355","00:25:12,024
",1509355,1512024,Makes me feel like I'm alone.,CHARLIE
"00:25:14,402","00:25:15,319
",1514402,1515319,Not bad.,CHARLIE
"00:25:15,403","00:25:17,071
",1515403,1517071,"Not bad, Stella.",FIRST COP
"00:25:17,196","00:25:18,906
",1517196,1518906,Damn. Hurley couldn't crack that safe.,SECOND COP
"00:25:18,990","00:25:20,241
",1518990,1520241,Neither could Spears. Now you know,SECOND COP
"00:25:20,283","00:25:21,242
",1520283,1521242,who to call first.,STELLA
"00:25:21,284","00:25:22,285
",1521284,1522285,"You're expensive, Stella.",FIRST COP
"00:25:22,326","00:25:25,079
",1522326,1525079,Those guys cut us a break on subpoena jobs.,FIRST COP
"00:25:25,246","00:25:26,914
",1525246,1526914,"Good will, community service.",FIRST COP
"00:25:26,956","00:25:29,083
",1526956,1529083,"I do it for the money, Paul.",STELLA
"00:25:29,125","00:25:30,626
",1529125,1530626,I'll be sending you a bill.,STELLA
"00:25:30,710","00:25:32,503
",1530710,1532503,Don't you want to see what's inside?,SECOND COP
"00:25:32,586","00:25:33,587
",1532586,1533587,I never look inside.,JOHN BRIDGER
"00:25:34,630","00:25:36,257
",1534630,1536257,"Have a good day. Hey, George.",CHARLIE
"00:25:36,340","00:25:37,383
",1536340,1537383,"Hi, Stella.",CHARLIE
"00:25:37,466","00:25:40,344
",1537466,1540344,"I came, I saw, I kicked some ass",HALF-EAR
"00:25:40,428","00:25:43,598
",1540428,1543598,"The pain I cause, it makes me laugh",HANDSOME ROB
"00:25:43,639","00:25:45,308
",1543639,1545308,'Cause the way I do my thing is strange,JOHN BRIDGER
"00:25:45,391","00:25:48,102
",1545391,1548102,"Time, time for this girl to sing",CHARLIE
"00:25:48,144","00:25:50,896
",1548144,1550896,Damn if I thought that you would change,STEVE
"00:25:50,980","00:25:53,107
",1550980,1553107,And my life would stay the same,STEVE
"00:25:53,232","00:25:55,610
",1553232,1555610,Things will come and things will go,LYLE
"00:25:55,651","00:25:57,987
",1555651,1557987,And one thing I know for sure,STEVE
"00:25:58,070","00:26:02,033
",1558070,1562033,"Is that the wreckoning, the wreckoning, the wreckoning",LYLE
"00:26:02,116","00:26:03,701
",1562116,1563701,I'm walking out the door,YEVHEN
"00:26:03,784","00:26:06,996
",1563784,1566996,"Wreckoning, the wreckoning, the wreckoning",LYLE
"00:26:07,079","00:26:08,831
",1567079,1568831,"Oh, it's time...",STELLA
"00:26:12,335","00:26:13,294
",1572335,1573294,How long to crack it?,STEVE
"00:26:13,336","00:26:15,755
",1573336,1575755,Four minutes and 43 seconds.,STELLA
"00:26:15,838","00:26:16,756
",1575838,1576756,Oh! You're the man.,RECEPTIONIST
"00:26:16,839","00:26:17,798
",1576839,1577798,What's on the lineup?,CHARLIE
"00:26:17,882","00:26:19,008
",1577882,1579008,Todd Milliken called.,RECEPTIONIST
"00:26:19,091","00:26:20,593
",1579091,1580593,He has a prototype combination lock.,RECEPTIONIST
"00:26:20,676","00:26:22,011
",1580676,1582011,He wants you to test out.,RECEPTIONIST
"00:26:22,094","00:26:23,220
",1582094,1583220,He says he added,RECEPTIONIST
"00:26:23,304","00:26:26,265
",1583304,1586265,two false contact points on the tumbler.,RECEPTIONIST
"00:26:26,349","00:26:28,100
",1586349,1588100,"I'll pretend to be stumped for a couple of seconds,",FURIOUS DRIVER
"00:26:28,225","00:26:29,310
",1588225,1589310,give him a thrill.,HANDSOME ROB
"00:26:29,352","00:26:31,604
",1589352,1591604,"And, there's a Charlie Croker in your office.",RECEPTIONIST
"00:26:32,772","00:26:34,899
",1592772,1594899,Says you two know each other.,RECEPTIONIST
"00:26:37,860","00:26:40,696
",1597860,1600696,Charlie Croker.,STELLA
"00:26:40,780","00:26:42,323
",1600780,1602323,"Hey, Stella.",FIRST COP
"00:26:45,326","00:26:47,286
",1605326,1607286,Didn't I tell you I never want to see you again?,STEVE
"00:26:48,704","00:26:50,957
",1608704,1610957,"I think it was when you told me how my father died,",STELLA
"00:26:51,040","00:26:52,458
",1611040,1612458,"right in front of your eyes,",STEVE
"00:26:52,541","00:26:54,377
",1612541,1614377,after you pulled him in for one last job.,STEVE
"00:26:59,340","00:27:00,800
",1619340,1620800,"We found him, Stella.",FIRST COP
"00:27:00,883","00:27:03,636
",1620883,1623636,He's in Los Angeles.,CHARLIE
"00:27:03,719","00:27:04,762
",1623719,1624762,The gold bricks he stole from us,CHARLIE
"00:27:04,845","00:27:06,180
",1624845,1626180,had a Balinese dancer stamped on them.,DETECTIVE
"00:27:06,222","00:27:07,473
",1626222,1627473,"I just got word,",CHARLIE
"00:27:07,556","00:27:08,891
",1627556,1628891,"from a contact of mine called Skinny Pete,",CHARLIE
"00:27:08,975","00:27:11,310
",1628975,1631310,that a gold dealer out in L.A. has been buying those bricks.,CHARLIE
"00:27:11,394","00:27:13,020
",1631394,1633020,Yeah?,CHARLIE
"00:27:13,062","00:27:14,438
",1633062,1634438,"Well, how do you know it's him?",CHARLIE
"00:27:15,731","00:27:18,234
",1635731,1638234,Skinny Pete sent me this.,CHARLIE
"00:27:18,317","00:27:20,486
",1638317,1640486,Steve changed his last name to Frazelli.,CHARLIE
"00:27:26,575","00:27:28,452
",1646575,1648452,Why you telling me all of this?,LYLE
"00:27:28,536","00:27:30,705
",1648536,1650705,Been checking out the databases behind safe companies.,HANDSOME ROB
"00:27:30,788","00:27:32,331
",1650788,1652331,Found out Steve had a Worthington 1000,CHARLIE
"00:27:32,415","00:27:33,874
",1652415,1653874,delivered to his home office.,CHARLIE
"00:27:33,916","00:27:35,376
",1653916,1655376,You don't install a Worthington 1000,CHARLIE
"00:27:35,418","00:27:37,044
",1655418,1657044,unless you've got something really big to guard.,CHARLIE
"00:27:37,086","00:27:38,087
",1657086,1658087,"No, you don't.",CHARLIE
"00:27:38,212","00:27:39,088
",1658212,1659088,The problem now is no one,LYLE
"00:27:39,213","00:27:40,423
",1659213,1660423,in my crew can handle Steve's safe.,CHARLIE
"00:27:40,506","00:27:42,591
",1660506,1662591,And I need somebody I can trust.,CHARLIE
"00:27:42,675","00:27:44,260
",1662675,1664260,"Look, I'm a professional safe and vault technician.",STELLA
"00:27:44,343","00:27:45,595
",1664343,1665595,I'm not a thief.,CHARLIE
"00:27:45,678","00:27:47,555
",1665678,1667555,"Hey, it's not about the gold, Stella, okay?",CHARLIE
